budget,revenue,original_title,director,genres,production_companies,release_year,budget_adj,revenue_adj
0,0,A Common Man,Chandran Rutnam,Action|Thriller,Myriad Pictures|Asia Digital Entertainment|Gemini Industries|Imaging,2013,0.0,0.0
0,0,Penthouse North,Joseph Ruben,Thriller|Drama,Demarest Films,2013,0.0,0.0
12000000,35931410,Jobs,Joshua Michael Stern,Drama|History,Open Road Films|Dillywood|Five Star Institute|Silver Reel,2013,11232400.232885,33632998.1709908
3500000,25174316,Dark Skies,Scott Stewart,Science Fiction|Thriller|Horror,Alliance Films|Blumhouse Productions|Automatik Entertainment|Cinema Vehicle Services,2013,3276116.73459148,23563999.4084269
1000000,2963902,In a World...,Lake Bell,Comedy,3311 Productions|In A World|Team G|More Films,2013,936033.352740424,2774311.12625405
0,0,Iron Man & Hulk: Heroes United,Eric Radomski|Leo Riley,Action|Adventure|Animation,Marvel Studios,2013,0.0,0.0
35000000,13785015,Paranoia,Robert Luketic,Drama|Thriller,Gaumont|Kintop Pictures|Reliance Entertainment|Relativity Media|IM Global,2013,32761167.3459148,12903233.808027
0,0,Bounty Killer,Henry Saine,Action|Science Fiction,Kickstart Productions|Just Chorizo Productions,2013,0.0,0.0
0,0,Green Street Hooligans: Underground,James Nunn,Action|Drama,Tea Shop & Film Company,2013,0.0,0.0
0,39881,Killing Season,Mark Steven Johnson,Action|Thriller,Nu Image Films|Corsan|Millennium Films|Promised Land Productions,2013,0.0,37329.9461406408
0,34664,The Pirate Bay: Away From Keyboard,Simon Klose,Documentary,Danmarks Radio (DR)|SVT|Norsk Rikskringkasting (NRK)|BBC|ZDF Productions,2013,0.0,32446.660139394
7700000,0,Night Train to Lisbon,Bille August,Mystery|Romance|Thriller,Studio Hamburg Filmproduktion|C-Films AG|K5 International|Tele MÃ¼nchen Fernseh Produktionsgesellschaft (TMG)|Cinemate,2013,7207456.81610127,0.0
0,0,In Secret,Charlie Stratton,Drama|Thriller|Crime,Pioneer Pictures|LD Entertainment|Wonderful Films PLC|Exclusive Media Group|Work in Progress,2013,0.0,0.0
0,0,Assault on Wall Street,Uwe Boll,Drama|Thriller|Action,Lynn Peak Productions|Studio West Productions(VCC),2013,0.0,0.0
0,809,I Spit on Your Grave 2,Steven R. Monroe,Thriller|Horror|Crime,Cinetel Films,2013,0.0,757.250982367003
4000000,0,Hours,Eric Heisserer,Drama|Thriller,The Safran Company|PalmStar Entertainment|Hours Capital,2013,3744133.41096169,0.0
0,0,Evidence,Olatunde Osunsanmi,Horror|Thriller|Mystery,FilmEngine|Bold Films|Marc Platt Productions,2013,0.0,0.0
0,17385830,Fruitvale Station,Ryan Coogler,Drama,Forest Whitaker's Significant Productions|OG Project,2013,0.0,16273716.745075
0,0,Minions: Training Wheels,Eric Favela|Regis Schuller,Comedy|Animation|Family,Illumination Entertainment,2013,0.0,0.0
15000000,0,Devil's Knot,Atom Egoyan,Crime|Drama|Thriller,Worldview Entertainment,2013,14040500.2911063,0.0
0,10900434,One Chance,David Frankel,Drama|Comedy|Music,Diamond Films,2013,0.0,10203169.7833457
22000000,15400000,Out of the Furnace,Scott Cooper,Thriller|Drama|Crime,Appian Way|Scott Free Productions|Relativity Media|Energy Entertainment|Red Granite Pictures,2013,20592733.7602893,14414913.6322025
1500000,3566225,The To Do List,Maggie Carey,Comedy|Romance,3 Arts Entertainment|The Mark Gordon Company,2013,1404050.02911063,3338105.54337672
34000000,0,The House of Magic,Ben Stassen|Jeremy Degruson,Family|Fantasy|Animation|Adventure,StudioCanal|nWave Pictures|Illuminata Pictures|Shout! Factory,2013,31825133.9931744,0.0
0,0,Super Buddies,Robert Vince,Family,Key Pix Productions,2013,0.0,0.0
8200000,0,Mr. Morgan's Last Love,Sandra Nettelbeck,Drama|Comedy,Senator Film Produktion|Bavaria Pictures,2013,7675473.49247148,0.0
0,0,The Harvest,John McNaughton,Horror|Thriller,Das Films|Living Out Loud Films|Elephant Eye Films,2013,0.0,0.0
160000000,788679850,Fast & Furious 6,Justin Lin,Action|Thriller|Crime,Universal Pictures|Original Film|One Race Productions|Dentsu|Relativity Media,2013,149765336.438467,738230644.234315
600000,0,The Stag,John Butler,Comedy,Treasure Entertainment,2013,561620.011644254,0.0
0,0,Raze,Josh C. Waller,Horror|Thriller,XYZ Films|Quincy Pictures|Cinipix|Cosmic Toast Studios,2013,0.0,0.0
0,0,Afternoon Delight,Jill Soloway,Drama|Comedy,72 Productions,2013,0.0,0.0
20000000,16549477,Battle of the Year,Benson Lee,Music|Drama,Screen Gems,2013,18720667.0548084,15490862.4424105
0,0,Coldwater,Vincent Grashaw,Thriller|Drama,Gare Farrand Entertainment|Flying Pig Productions|Skipping Stone Entertainment,2013,0.0,0.0
0,0,Jug Face,Chad Crawford Kinkle,Horror|Thriller|Drama,ModerncinÃ©|New Company,2013,0.0,0.0
0,0,Open Grave,Gonzalo LÃ³pez-Gallego,Horror|Thriller|Mystery,Speranza Films A/S|Atlas Independent|852 Films,2013,0.0,0.0
0,0,Very Good Girls,Naomi Foner Gyllenhaal,Drama,Groundswell Productions|Herrick Productions,2013,0.0,0.0
100000,444098,Upstream Color,Shane Carruth,Drama|Science Fiction,erbp,2013,93603.3352740424,415690.539885317
0,18074539,Dead Man Down,Niels Arden Oplev,Thriller|Action|Crime|Drama,Original Film|WWE Studios,2013,0.0,16918371.3394075
0,0,30 Nights of Paranormal Activity With the Devil Inside the Girl With the Dragon Tattoo,Craig Moss,Comedy,Silver Nitrate Films|Silver Nitrate Pictures,2013,0.0,0.0
0,10000000,Nurse 3-D,Douglas Aarniokoski,Horror|Thriller,Lions Gate|Lions Gate Entertainments,2013,0.0,9360333.52740424
0,0,Trust Me,Clark Gregg,Comedy,Unified Pictures|Bron Studios|Amberdale Productions,2013,0.0,0.0
0,3302463,à¸•à¹‰à¸¡à¸¢à¸³à¸à¸¸à¹‰à¸‡ 2,Prachya Pinkaew,Action,Sahamongkolfilm Co.,2013,0.0,3091215.5141912
0,0,My Little Pony: Equestria Girls,Jayson Thiessen,Animation|Comedy|Family|Fantasy|Music,Hasbro|DHX Media,2013,0.0,0.0
0,0,Breakout,Damian Lee,Action|Thriller,Rollercoaster Entertainment|Vortex Words Pictures,2013,0.0,0.0
0,641,Hammer of the Gods,Farren Blackburn,History|Action|Adventure,Vertigo Films,2013,0.0,599.997379106612
0,6420,Some Velvet Morning,Neil LaBute,Drama,Untouchable Films|Velvet Morning,2013,0.0,6009.33412459352
3500000,0,Justice League: The Flashpoint Paradox,Jay Oliva,Fantasy|Science Fiction|Animation|Action|Adventure,DC Comics|Warner Bros. Animation|DC Entertainment|Studio 4Â°C,2013,3276116.73459148,0.0
0,0,Remember Sunday,Jeff Bleckner,TV Movie|Romance|Drama,Hallmark Hall of Fame Productions,2013,0.0,0.0
20000000,27187375,Khumba,Anthony Silverston,Animation|Adventure|Family,Triggerfish Animation,2013,18720667.0548084,25448289.7734612
10000000,30283,Jimmy P.,Arnaud Desplechin,Drama,Why Not Productions|Worldview Entertainment|Orange Studios,2013,9360333.52740424,28345.8980210382
0,0,Generation Iron,Vlad Yudin,Documentary,American Media Group,2013,0.0,0.0
0,18642,A Single Shot,David M. Rosenthal,Drama|Crime|Thriller,Unified Pictures|Bron Studios|Demarest Films|Unanimous Pictures,2013,0.0,17449.533761787
2000000,0,A Night in Old Mexico,Emilio AragÃ³n,Drama,VT Films|Flywheel & Shyster|Globomedia Cine,2013,1872066.70548084,0.0
0,0,Rapture Palooza,Paul Middleditch,Comedy|Fantasy|Horror,Mosaic Media Group|Mimran Schur Pictures,2013,0.0,0.0
17500000,7018189,Black Nativity,Kasi Lemmons,Drama|Music,Fox Searchlight Pictures|Fox Searchlight,2013,16380583.6729574,6569258.97983596
0,0,Killing Kennedy,Nelson McCormick,Drama,Scott Free Productions|National Geographic Channel,2013,0.0,0.0
0,4187,A Case of You,Kat Coiro,Comedy|Romance,Lagniappe Films|Mega Playground|I'm So Sorry Productions,2013,0.0,3919.17164792415
0,0,Marvel One-Shot: Agent Carter,Louis D'Esposito,Action|Adventure|Science Fiction|Fantasy,Marvel Studios,2013,0.0,0.0
0,0,The Last of Robin Hood,Richard Glatzer|Wash Westmoreland,Drama,Killer Films|Big Indie Pictures|A+E Studios,2013,0.0,0.0
0,0,Grand Piano,Eugenio Mira,Thriller|Mystery,Nostromo Pictures|TelefÃ³nica Producciones,2013,0.0,0.0
1000000,0,Sharknado,Anthony C. Ferrante,TV Movie|Horror,The Asylum|Syfy|Southward Films,2013,936033.352740424,0.0
0,81381,We Are What We Are,Jim Mickle,Drama|Horror|Thriller,Belladonna Productions,2013,0.0,76175.3302793685
0,0,Mary and Martha,Phillip Noyce,Drama,NBC Universal Television|British Broadcasting Corporation (BBC)|HBO Films|Working Title Television,2013,0.0,0.0
0,0,Mike Tyson: Undisputed Truth,Spike Lee,Comedy,HBO Films,2013,0.0,0.0
0,1234254,The Invisible Woman,Ralph Fiennes,Drama|Romance,BBC Films|Headline Pictures|Magnolia Mae Films|Taeoo Entertainment,2013,0.0,1155302.90975328
1000000,0,20 Feet from Stardom,Morgan Neville,Documentary|Music,Tremolo Productions,2013,936033.352740424,0.0
0,0,Skinwalker Ranch,Devin McGinn,Thriller|Horror|Science Fiction,DeepStudios,2013,0.0,0.0
5200000,0,Dead in Tombstone,Roel ReinÃ©,Action|Fantasy|Horror,CC Capital Arts Entertainment SRL|Universal 1440 Entertainment,2013,4867373.4342502,0.0
4000000,9221,The Sacrament,Ti West,Mystery|Horror|Thriller,Worldview Entertainment|Arcade Pictures,2013,3744133.41096169,8631.16354561945
0,2225098,Le Week-End,Roger Michell,Comedy|Drama,Le Bureau|Film4 Productions,2013,0.0,2082765.94111601
22000000,0,Justin and the Knights of Valour,Manuel Sicilia,Animation|Adventure,Constantin Film,2013,20592733.7602893,0.0
0,0,Cheap Thrills,E.L. Katz,Comedy|Crime|Drama,New Artists Alliance|Snowfort Pictures,2013,0.0,0.0
5000000,0,Pawn Shop Chronicles,Wayne Kramer,Action|Comedy,120dB Films|Louisiana Media Productions|Anchor Bay Films|Mimran Schur Pictures|Upload Films,2013,4680166.76370212,0.0
0,1031243,Ain't Them Bodies Saints,David Lowery,Western|Drama|Crime|Romance,Parts and Labor|Upload Films|Paradox Entertainment|Sailor Bear|Primary Productions,2013,0.0,965277.842780093
7000000,6147,Sweetwater,Logan Miller,Western|Thriller,Kickstart Productions|Mythic International Entertainment|Raindance Entertainment,2013,6552233.46918297,5753.79701929539
0,0,Barbie in the Pink Shoes,Owen Hurley,Animation|Family,Mattel,2013,0.0,0.0
0,0,When Calls the Heart,"Michael Landon, Jr.",Drama|Romance|Comedy,Castel Film Studio|Believe Pictures|Jordan Films,2013,0.0,0.0
0,0,The Lifeguard,Liz W. Garcia,Drama|Comedy|Romance,La Pistola|Attic Light Films,2013,0.0,0.0
0,0,As I Lay Dying,James Franco,Drama,RabbitBandini Productions|Lee Caplin / Picture Entertainment,2013,0.0,0.0
0,0,It's a Disaster,Todd Berger,Comedy,Vacationeer Productions|Gordon Bijelonic / Datari Turner Films|ARM Entertainment|Attainment Media Group,2013,0.0,0.0
0,0,Tom and Jerry's Giant Adventure,Spike Brandt|Tony Cervone,Animation|Family,Warner Bros. Home Video,2013,0.0,0.0
4000000,0,12 Rounds 2: Reloaded,Roel ReinÃ©,Action|Adventure,WWE Studios,2013,3744133.41096169,0.0
0,455815,The Congress,Ari Folman,Drama|Science Fiction|Animation,Pandora Filmproduktion|Entre Chien et Loup|Opus Film|Bridgit Folman Film Gang|Paul Thiltges Distributions,2013,0.0,426658.042679376
10000000,1034589,Phantom,Todd Robinson,Thriller,Trilogy Entertainment Group|RCR Media Group|Solar Filmworks,2013,9360333.52740424,968409.810378363
0,0,L'Amour Est un Crime Parfait,Arnaud Larrieu|Jean-Marie Larrieu,Thriller|Drama,Gaumont|Entre Chien et Loup|Arena Productions|Mollywood|VEGA Film AG,2013,0.0,0.0
0,0,In Fear,Jeremy Lovering,Thriller,Big Talk Productions|Film4|Anton Capital Entertainment (ACE),2013,0.0,0.0
0,0,The Power of Few,Leone Marucci,Thriller|Action|Crime|Drama|Mystery,Steelyard Pictures|iQ Films,2013,0.0,0.0
0,0,Hateship Loveship,Liza Johnson,Drama,"Fork Films|Venture Forth|Film Community, The|Benaroya Pictures|Union Entertainment Group (II)",2013,0.0,0.0
0,0,Wer,William Brent Bell,Horror|Mystery|Thriller,Room 101|Incentive Filmed Entertainment|FilmDistrict|Prototype|Sierra / Affinity,2013,0.0,0.0
0,11294,The Devil's Violinist,Bernard Rose,Drama,Dor Film Produktionsgesellschaft GmbH|Ã–sterreichischer Rundfunk (ORF)|ARTE|Bayerischer Rundfunk (BR)|Film House Germany,2013,0.0,10571.5606858503
0,0,Child of God,James Franco,Crime|Drama|Thriller,RabbitBandini Productions|Made In Film-Land,2013,0.0,0.0
8000000,9630444,Wolf Creek 2,Greg McLean,Horror|Thriller,South Australian Film Corporation|Screen Australia|Emu Creek Pictures|Duo Art Productions|True Crime Australia,2013,7488266.82192339,9014416.7856989
0,0,LEGO Marvel Super Heroes: Maximum Overload,Greg Richardson,Action|Animation|Comedy,Arc Productions,2013,0.0,0.0
0,0,1,Paul Crowder,Documentary,Exclusive Media Group|Universum Film (UFA)|Spitfire Pictures|Flat-Out Films,2013,0.0,0.0
0,0,Panic in the Mailroom,Fabrice Joubert|Mark O'Hare,Animation|Family,Illumination Entertainment,2013,0.0,0.0
6500000,0,Death Race: Inferno,Roel ReinÃ©,Action|Science Fiction|Thriller,Moonlighting Films|CC Capital Arts Entertainment SRL,2013,6084216.79281276,0.0
18000000,7972967,Metallica: Through the Never,NimrÃ³d Antal,Music,Exclusive Media Group|Picturehouse Entertainment,2013,16848600.3493276,7462963.03229876
7000000,0,Straight A's,James Cox,Comedy|Drama,Nu Image Films|Millennium Films|The Group Films,2013,6552233.46918297,0.0
0,0,Another Me,Isabel Coixet,Thriller|Mystery,Tornasol Films S.A.|Rainy Day Films,2013,0.0,0.0
7000000,0,Riddle,John O. Hartman|Nicholas Mross,Mystery|Thriller,Daronimax Media,2013,6552233.46918297,0.0
0,2915767,Superman: Unbound,James Tucker,Animation|Action|Adventure,DC Comics|Warner Bros. Animation|Warner Premiere|DC Entertainment,2013,0.0,2729255.16081989
70000000,18662027,Legends of Oz: Dorothy's Return,Dan St. Pierre,Animation|Music|Family,Prana Animation Studios|Summertime Entertainment,2013,65522334.6918297,17468279.7017423
0,0,Vendetta,Stephen Reynolds,Action|Thriller,Richwater Films,2013,0.0,0.0
0,0,The Last Keepers,Maggie Greenwald,Fantasy,BCDF Pictures,2013,0.0,0.0
0,25288872,Enough Said,Nicole Holofcener,Comedy|Drama|Romance,Fox Searchlight Pictures,2013,0.0,23671227.6451834
0,0,A Madea Christmas,Tyler Perry,Comedy|Drama,Lions Gate,2013,0.0,0.0
0,19613,Bad Milo!,Jacob Vaughan,Comedy|Horror,Duplass Brothers Productions|New Artists Alliance|Floren Shieh Productions,2013,0.0,18358.4221472979
0,0,Last Passenger,Omid Nooshin,Action|Thriller|Mystery,NDF International,2013,0.0,0.0
8000000,0,Battle of the Damned,Christopher Hatton,Action|Science Fiction|Adventure,Boku Films|Compound B,2013,7488266.82192339,0.0
4900000,2159041,Austenland,Jerusha Hess,Comedy|Romance,Fickle Fish Films|Moxie Pictures,2013,4586563.42842808,2020934.38593403
0,32230907,Kevin Hart: Let Me Explain,Leslie Small,Documentary|Comedy,Codeblack Entertainment|Hartbeat Productions,2013,0.0,30169203.9410748
0,0,Knights of Badassdom,Joe Lynch,Adventure|Fantasy|Horror|Comedy,North by Northwest Entertainment|IndieVest Pictures,2013,0.0,0.0
0,0,Eastern Boys,Robin Campillo,Drama,Les Films de Pierre,2013,0.0,0.0
6500000,2401510,The East,Zal Batmanglij,Drama|Thriller,Scott Free Productions,2013,6084216.79281276,2247893.45693965
0,40400,CBGB,Randall Miller,Drama|Music,Rampart Films|Unclaimed Freight Productions,2013,0.0,37815.7474507131
0,0,1,Dennis Iliadis,Thriller|Science Fiction,Process Productions,2013,0.0,0.0
0,0,Goodbye World,Denis Hennelly,Drama|Comedy,Gather Films|Picturesque Films,2013,0.0,0.0
17000000,71625195,The Best Man Holiday,Malcolm D. Lee,Comedy,Universal,2013,15912566.9965872,67043571.4165367
0,0,Ice Soldiers,Sturla Gunnarsson,Action|Science Fiction,Bunk 11 Pictures|TAJJ Media|Hideaway Pictures,2013,0.0,0.0
1104000,0,PoziÅ£ia copilului,Calin Peter Netzer,Drama,Parada Film|Hai Hui Entertainment,2013,1033380.82142542,0.0
0,0,The Haunting in Connecticut 2: Ghosts of Georgia,Tom Elkins,Horror|Drama|Thriller,Gold Circle Films,2013,0.0,0.0
950000,0,Banshee Chapter,Blair Erickson,Horror|Thriller,Before the Door Pictures|Sunchaser Entertainment|Favorit Film,2013,889231.685103403,0.0
0,0,The Philosophers,John Huddles,Drama|Fantasy|Science Fiction|Thriller,An Olive Branch Productions|SCTV,2013,0.0,0.0
0,15000,Breathe In,Drake Doremus,Drama,Indian Paintbrush|Super Crispy Entertainment,2013,0.0,14040.5002911063
0,0,Barbie: Mariposa and The Fairy Princess,William Lau,Fantasy|Animation|Family,Universal Studios,2013,0.0,0.0
2000000,0,Killing Lincoln,Adrian Moat,Documentary|Drama,National Geographic Channel,2013,1872066.70548084,0.0
2500000,0,Hell Baby,Ben Garant|Thomas Lennon,Comedy|Horror,Darko Entertainment,2013,2340083.38185106,0.0
0,0,Angels Sing,Tim McCanlies,TV Movie|Family|Drama,When Angels Sing,2013,0.0,0.0
0,0,Barbie: The Pearl Princess,Terry Klassen,Family|Animation,Universal Pictures Corporation,2013,0.0,0.0
0,0,All Stars,Ben Gregor,Comedy|Family,Vertigo Films,2013,0.0,0.0
0,0,A Birder's Guide to Everything,Rob Meyer,Comedy,dreamFly Productions|Escape Pictures|Lavender Pictures|There We Go Films,2013,0.0,0.0
0,0,The Dyatlov Pass Incident,Renny Harlin,Thriller|Mystery,Non-Stop Productions|Future Films|Aldamisa Entertainment|Midnight Sun Pictures|K. JAM Media,2013,0.0,0.0
0,0,The Look of Love,Michael Winterbottom,Comedy|Drama,Revolution Films|Film Four International|Lipsync Productions|Baby Cow Films,2013,0.0,0.0
0,0,Suddenly,Uwe Boll,Thriller,Canadian Film or Video Production Tax Credit (CPTC)|Nasser Entertainment Group|Odyssey Media,2013,0.0,0.0
0,0,Geography Club,Gary Entin,Comedy|Drama|Romance,Huffington Pictures|Levy Leder Company,2013,0.0,0.0
0,21660,The ABCs of Death,Angela Bettis|HÃ©lÃ¨ne Cattet|Ernesto DÃ­az Espinoza|Jason Eisener|Bruno Forzani|AdriÃ¡n GarcÃ­a Bogliano|Xavier Gens|Noboru Iguchi|Thomas Cappelen Malling|Jorge Michel Grau|Yoshihiro Nishimura|Banjong Pisanthanakun|Simon Rumley|Marcel Sarmiento|Jon Schnepp|SrÄ‘an SpasojeviÄ‡|Timo Tjahjanto|Andrew Traucki|Nacho Vigalondo|Jake West|Ti West|Ben Wheatley|Adam Wingard|Anders Morgenthaler|YÃ»dai Yamaguchi|Lee Hardcastle|Kaare Andrews,Horror,Magnet Releasing|Drafthouse Films,2013,0.0,20274.4824203576
33000000,9494789,The Young and Prodigious T.S. Spivet,Jean-Pierre Jeunet,Adventure|Drama|Family,EpithÃ¨te Films|Cross Creek Pictures|Tapioca Films,2013,30889100.640434,8887439.1812329
0,0,The Crown and the Dragon,Anne K. Black,Fantasy|Adventure,Arrowstorm Entertainment,2013,0.0,0.0
0,180590,Vi Ã¤r bÃ¤st!,Lukas Moodysson,Drama|Music,Memfis Film|Film i VÃ¤st,2013,0.0,169038.263171393
250000,56825,The Canyons,Paul Schrader,Thriller|Drama,Filmworks/FX|Prettybird|Post Empire Films|Sodium Fox,2013,234008.338185106,53190.0952694746
0,0,13 Eerie,Lowell Dean,Horror|Thriller,Don Carmody Productions|Minds Eye Entertainment,2013,0.0,0.0
0,125,A Band Called Death,Mark Christopher Covino|Jeff Howlett,Documentary|Music,Picture Machine|Haven Entertainment,2013,0.0,117.004169092553
0,519535,The Reluctant Fundamentalist,Mira Nair,Thriller,"Mirabai Films|Cine Mosaic|Doha Film Institute, The",2013,0.0,486302.087915996
0,0,The Truth About Emanuel,Francesca Gregorini,Drama|Thriller,MRB Productions|Rooks Nest Entertainment|Pisces Rising Productions,2013,0.0,0.0
7500000,0,PionÃ©r,Erik SkjoldbjÃ¦rg,Thriller,Pandora Filmproduktion|Matila RÃ¶hr Productions (MRP)|Garagefilm International|Film i VÃ¤st|Friland,2013,7020250.14555318,0.0
12000000,0,Officer Down,Brian A Miller,Crime|Drama,Jeff Most Productions,2013,11232400.232885,0.0
0,0,Patrick,Mark Hartley,Horror|Science Fiction|Thriller,Screen Australia|F.G. Film Productions,2013,0.0,0.0
83000000,0,Pawn,David A. Armstrong,Crime|Thriller,Imprint Entertainment|Most Films|Extravaganza Entertainment|42 Films,2013,77690768.2774552,0.0
0,0,Love and Honor,Danny Mooney ,Drama|Romance|War,Deep Blue Pictures|Red 56,2013,0.0,0.0
15,122,Make Your Move,Duane Adler,Music,CJ Entertainment,2013,14.0405002911063,114.196069034331
0,0,Zombie Hunter,Kevin King,Comedy|Action|Science Fiction|Thriller,Arrowstorm Entertainment|The Klimax,2013,0.0,0.0
4000000,350006,The Face of Love,Arie Posin,Drama|Romance,Mockingbird Pictures,2013,3744133.41096169,327617.289659265
0,9195,Ghost Team One,Scott Rutherford|Ben Peyser,Comedy|Horror,Hernany Perla Films|Flying Monkeys Entertainment,2013,0.0,8606.8266784482
0,0,Scenic Route,Kevin Goetz|Michael Goetz,Drama|Thriller,Anonymous Content|Best Medicine Productions,2013,0.0,0.0
6000000,0,All Things To All Men,George Isaac,Thriller|Crime,Universal Pictures,2013,5616200.11644254,0.0
0,0,Frequencies,Darren Paul Fisher,Mystery|Science Fiction|Romance,Britpack Film Company|DMS Films|Incurably Curious,2013,0.0,0.0
567000,0,The Human Race,Paul Hough,Horror|Science Fiction|Action,Paul Hough Entertainment,2013,530730.91100382,0.0
0,0,Adult World,Scott Coffey,Comedy,Anonymous Content|Treehouse Pictures,2013,0.0,0.0
0,0,Summer in February,Christopher Menaul,Drama|Romance,Marwood Pictures|CrossDay Productions Ltd.|Apart Films,2013,0.0,0.0
0,0,Inequality for All,Jacob Kornbluth,Documentary,72 Productions,2013,0.0,0.0
0,7965,One Small Hitch,John Burgess,Romance|Comedy,Principle Entertainment,2013,0.0,7455.50565457748
0,0,Alpha and Omega 2: A Howl-iday Adventure,Richard Rich|Steve Moore,Animation|Adventure|Comedy,LionsGate|Crest Animation Productions,2013,0.0,0.0
0,0,Breaking the Girls,Jamie Babbit,Crime|Thriller,Myriad Pictures,2013,0.0,0.0
0,0,Kill for Me,Michael Greenspan,Drama|Thriller,Alliance|Sony Pictures Entertainment (SPE)|Independent Edge FIlms,2013,0.0,0.0
0,0,Contracted,Eric England,Horror|Thriller,BoulderLight Pictures|Southern Fried Films,2013,0.0,0.0
0,0,Almost Human,Joe Begos,Horror|Science Fiction,Ambrosino / Delmenico|Channel 83 Films,2013,0.0,0.0
0,0,The Smurfs: The Legend of Smurfy Hollow,Stephan Franck,Comedy|Animation|Family|Fantasy,Sony Pictures Animation,2013,0.0,0.0
0,0,Blackfish,Gabriela Cowperthwaite,Documentary,Manny O Productions,2013,0.0,0.0
0,0,Sanitarium,Bryan Ortiz|Bryan Ramirez|Kerry Valderrama,Horror|Thriller,Highland Film Group,2013,0.0,0.0
0,0,Sound City,Dave Grohl,Documentary|Music,Roswell Films|Therapy Content,2013,0.0,0.0
0,0,Call Me Crazy: A Five Film,Laura Dern|Bryce Dallas Howard|Bonnie Hunt|Ashley Judd|Sharon Maguire,Drama,Sony Pictures Television,2013,0.0,0.0
5000000,0,Enemies Closer,Peter Hyams,Thriller|Action,After Dark Films|Signature Entertainment|Bomar OOD|Payton Productions|Boulston Productions Limited,2013,4680166.76370212,0.0
10000000,0,Force of Execution,Keoni Waxman,Action|Crime,Steamroller Productions|Voltage Pictures,2013,9360333.52740424,0.0
10000000,653651,Parkland,Peter Landesman,History|Drama|Thriller|Mystery,Playtone|American Film Company|Exclusive Media Group,2013,9360333.52740424,611839.137052131
0,0,Ghost Shark,Griff Furst,Horror|Science Fiction,Active Entertainment,2013,0.0,0.0
0,0,The Borderlands,Elliot Goldner,Horror,Metrodome Distribution,2013,0.0,0.0
0,0,I Declare War,Jason Lapeyre,Action|Comedy|Drama,Samaritan Entertainment,2013,0.0,0.0
0,0,Crush,Malik Bader,Thriller,Intrepid Pictures,2013,0.0,0.0
500000,0,100 Degrees Below Zero,R.D. Braunstein,Action|Science Fiction,The Asylum|The Global Asylum|Next Station Productions|The Institution,2013,468016.676370212,0.0
0,0,Hatchet III,BJ McDonnell,Horror|Thriller|Comedy|Action,ArieScope Pictures|Dark Sky Films,2013,0.0,0.0
6000000,0,Syrup,Aram Rappaport,Drama|Comedy,Lila 9th Productions|Windward Entertainment,2013,5616200.11644254,0.0
0,0,Michael Kohlhaas,Arnaud des PalliÃ¨res,Drama|History,Les Films d'Ici,2013,0.0,0.0
0,0,Torment,Jordan Barker,Thriller|Horror,Gearshift Films,2013,0.0,0.0
0,0,The Demented,Christopher Roosevelt,Drama|Horror|Thriller,Hollywood Media Bridge|Zero Gravity Management|ChickFlick Productions,2013,0.0,0.0
0,0,Miele,Valeria Golino,Drama,Rai Cinema|Buena Onda,2013,0.0,0.0
0,0,The Wizards Return: Alex vs. Alex,Victor Gonzalez,Adventure|Comedy|Drama,Disney Channel|It's a Laugh Productions,2013,0.0,0.0
0,0,Jodorowsky's Dune,Frank Pavich,Documentary|Drama,CamÃ©ra One|Snowfort Pictures|Endless Picnic,2013,0.0,0.0
0,0,The Inevitable Defeat of Mister & Pete,"George Tillman, Jr.",Drama,State Street Pictures|iDeal Partners Film Fund|Unified Pictures|Floren Shieh Productions|Venture Forth,2013,0.0,0.0
0,0,How I Live Now,Kevin Macdonald,Drama|Action|Thriller|War,Cowboy Films|Passion Pictures|BFI Film Fund,2013,0.0,0.0
3500000,0,Welcome to the Jungle,Rob Meltzer,Comedy,120dB Films|Pimienta|The Salt Company International|Private Island Trax|Stun Creative,2013,3276116.73459148,0.0
0,0,Downloaded,Alex Winter,Documentary,VH1 Rock Docs,2013,0.0,0.0
5000000,15179302,The Last Exorcism Part II,Ed Gass-Donnelly,Horror|Thriller,StudioCanal|CBS Films,2013,4680166.76370212,14208332.9433194
0,0,Dirty Wars,Rick Rowley,Documentary|Drama|War|Crime|Mystery,Civic Bakery|Big Noise Films,2013,0.0,0.0
6000000,1066471,What Maisie Knew,Scott McGehee|David Siegel,Drama,Image Entertainment|120dB Films|10th Hole Productions|Dreambridge Films|Red Crown Productions,2013,5616200.11644254,998252.425730433
0,0,Cottage Country,Peter Wellington,Action|Comedy|Crime|Romance,Whizbang Films,2013,0.0,0.0
0,0,Teen Beach Movie,Jeffrey Hornaday,Family|Music|TV Movie,Disney Channel,2013,0.0,0.0
35000000,27330000,Mandela: Long Walk to Freedom,Justin Chadwick,Drama|History,Distant Horizons|Film Afrika Worldwide|Videovision Entertainment|Pathe|Origin Pictures,2013,32761167.3459148,25581791.5303958
0,0,Blue Caprice,Alexandre Moors,Crime|Drama|Mystery,Intrinsic Value Films,2013,0.0,0.0
0,0,Louis C.K.: Oh My God,Louis C.K.,Comedy,Pig Newton,2013,0.0,0.0
0,0,The Hunters,Nisha Ganatra,Adventure,Content Media Corp.|Raindance Entertainment|Eh-Okay|Arc Entertainment,2013,0.0,0.0
12000000,100129872,Philomena,Stephen Frears,Drama,BBC Films|The Weinstein Company|Baby Cow Productions|PathÃ©|Yucaipa Films,2013,11232400.232885,93724899.7976296
